Internal id,first_name,last_name,full_name,email,phone,City,address,Longitude,Latitude,Annual revenues,Profession,Employer,Employer Reg number,Role,Street Reference,Street nr,Nationality
90-7898277,Graeme,Angliss,Graeme Angliss,gangliss6k@hatena.ne.jp,936-880-4858,Fort Lauderdale,"762 Southwest 3rd Court, Fort Lauderdale, Florida",-80.18062,26.11786,322523.85,Nurse,,,Client,3036,762,United States
01-2136431,Brig,Eusden,Brig Eusden,beusden6l@xinhuanet.com,178-224-9388,Pinecrest,"1918 Southwest 70th Court, Pinecrest, Florida",-80.30899,25.67086,136083.33,Administrative Officer,,,Client,5991,1918,United States
66-4717909,Dylan,Domenico,Dylan Domenico,ddomenico6m@1688.com,392-321-2574,Pinecrest,"163 Southwest 68th Avenue Road, Pinecrest, Florida",-80.30442,25.66947,99669.66,Product Engineer,,,Client,5982,163,France
84-5185097,Sheffy,Warlow,Sheffy Warlow,swarlow6n@sogou.com,795-630-7298,Deerfield Beach,"1300 Northeast 19th Terrace, Deerfield Beach, Florida",-80.07880,26.31471,239997.4,Research Assistant IV,,,Client,532,1300,United States
47-9747959,Avram,Goodman,Avram Goodman,agoodman6o@intel.com,869-638-1748,Cutler Bay,"1216 Southwest 93rd Place, Cutler Bay, Florida",-80.34284,25.56225,212922.77,Paralegal,,,Client,319,1216,United States
96-4237579,Aymer,Dossit,Aymer Dossit,adossit6p@yale.edu,610-780-8323,Homestead,"1039 Southwest 315th Street, Homestead, Florida",-80.40949,25.47454,185894.49,Account Coordinator,,,Client,3689,1039,China
13-4710469,Wolfy,Dewey,Wolfy Dewey,wdewey6q@hatena.ne.jp,781-569-2279,Fort Lauderdale,"1440 Northwest 11th Terrace, Fort Lauderdale, Florida",-80.15683,26.14794,221024.66,Legal Assistant,,,Client,2536,1440,France
37-6092616,Germayne,Fountain,Germayne Fountain,gfountain6r@cam.ac.uk,381-513-3861,Miami,"59 Commodore Plaza, Miami, Florida",-80.24443,25.72734,421060.64,VP Sales,,,Client,4308,59,United States
08-2279490,Hill,Kingzet,Hill Kingzet,hkingzet6s@howstuffworks.com,817-900-3904,Fort Lauderdale,"1281 Northwest 5th Court, Fort Lauderdale, Florida",-80.15359,26.12856,73472.84,Senior Cost Accountant,,,Client,2710,1281,Russia
49-6131451,Trey,Dyson,Trey Dyson,tdyson6t@ehow.com,616-233-4819,Delray Beach,"1781 Oakview Court, Delray Beach, Florida",-80.11096,26.45591,285892.9,Cost Accountant,,,Client,1605,1781,France
72-4566141,Garold,Lysaght,Garold Lysaght,glysaght6u@google.nl,813-598-3299,Deerfield Beach,"1354 Northwest 39th Terrace, Deerfield Beach, Florida",-80.15863,26.32426,438937.34,Analyst Programmer,,,Client,672,1354,North Korea
12-5841325,Stillman,Vawton,Stillman Vawton,svawton6v@cmu.edu,650-549-7061,Miami,"621 Southwest 31st Road, Miami, Florida",-80.21145,25.75119,343886.66,Data Coordiator,,,Client,5018,621,United States
45-0963721,Josias,Wetherby,Josias Wetherby,jwetherby6w@smugmug.com,273-232-1169,Palmetto Bay,"467 West Datura Street, Palmetto Bay, Florida",-80.34934,25.60750,200413.06,Business Systems Development Analyst,,,Client,5828,467,United States
46-7135971,Carl,Schruur,Carl Schruur,cschruur6x@ucoz.com,442-136-5020,Fort Lauderdale,"1791 East Lake Drive, Fort Lauderdale, Florida",-80.10996,26.10427,433052.63,Physical Therapy Assistant,,,Client,2232,1791,United States
65-1521810,Richie,Marshfield,Richie Marshfield,rmarshfield6y@utexas.edu,551-448-5890,Miami,"761 Northwest 68th Street, Miami, Florida",-80.21703,25.83643,398258.27,Software Test Engineer III,,,Client,4787,761,North Korea
71-8403456,Fidelio,Gillean,Fidelio Gillean,fgillean6z@washingtonpost.com,165-401-8540,Edgewater,"56 Guava Drive, Edgewater, Florida",-80.89828,28.96143,59052.97,Financial Advisor,,,Client,1990,56,Russia
78-2782063,Noland,Wainer,Noland Wainer,nwainer70@weather.com,568-407-4366,Pompano Beach,"331 Sands Harbor Trace, Pompano Beach, Florida",-80.17231,26.22889,144125.99,Administrative Assistant IV,,,Client,6512,331,United States
12-1860280,Clayton,Pre,Clayton Pre,cpre71@yellowbook.com,295-277-5992,Miami Gardens,"50 Northwest 40th Court, Miami Gardens, Florida",-80.26681,25.92050,5101.73,Marketing Manager,,,Client,5517,50,North Korea
15-5905171,Monti,Alexandre,Monti Alexandre,malexandre72@sun.com,761-265-8983,Pompano Beach,"185 Norfolk Street, Pompano Beach, Florida",-80.08673,26.25928,435739.25,Speech Pathologist,,,Client,6135,185,United States
68-5011852,Myrwyn,Gosnall,Myrwyn Gosnall,mgosnall73@themeforest.net,317-381-8891,Palmetto Bay,"450 Southwest 85th Avenue, Palmetto Bay, Florida",-80.33043,25.60858,204014.43,Structural Engineer,,,Client,5788,450,North Korea
88-7189072,Benton,Diamond,Benton Diamond,bdiamond74@webeden.co.uk,697-560-3483,Delray Beach,"321 Seacrest Lane, Delray Beach, Florida",-80.07047,26.48976,284354.66,Electrical Engineer,,,Client,1689,321,United States
36-6718468,Brnaby,Abramzon,Brnaby Abramzon,babramzon75@1688.com,840-459-0708,Delray Beach,"1187 Transportation Lane, Delray Beach, Florida",-80.07263,26.43043,287963.99,Dental Hygienist,,,Client,1838,1187,United States
29-7694883,Cozmo,Orchart,Cozmo Orchart,corchart76@amazon.co.jp,298-771-2035,Homestead,"408 SE 21st Terrace, Homestead, Florida",-80.44805,25.46864,93552.72,Web Designer III,,,Client,3413,408,North Korea
22-8947768,Ximenes,Moen,Ximenes Moen,xmoen77@stumbleupon.com,588-260-2893,Deerfield Beach,"1472 Grantham F, Deerfield Beach, Florida",-80.13538,26.30752,363984.86,Speech Pathologist,,,Client,456,1472,United States
01-6574186,Lee,Exrol,Lee Exrol,lexrol78@live.com,392-201-8727,Delray Beach,"1694 Miramar Drive, Delray Beach, Florida",-80.06072,26.45979,385885.84,Project Manager,,,Client,1435,1694,France
27-0403523,Goran,Jeff,Goran Jeff,gjeff79@bluehost.com,561-147-0310,Pompano Beach,"524 Northwest 20th Terrace, Pompano Beach, Florida",-80.15076,26.23443,372974.56,Assistant Media Planner,,,Client,6387,524,United States
35-9357034,Fleming,Renachowski,Fleming Renachowski,frenachowski7a@free.fr,766-161-6761,Miami,"1546 Elizabeth Street, Miami, Florida",-80.24839,25.73079,35593.73,Programmer Analyst II,,,Client,4334,1546,United States
94-0835153,Averell,Guido,Averell Guido,aguido7b@geocities.com,200-507-6190,Deerfield Beach,"1418 Woodlake Circle East, Deerfield Beach, Florida",-80.13114,26.32134,446948.41,GIS Technical Architect,,,Client,1057,1418,Russia
13-3997884,Georgy,McGriele,Georgy McGriele,gmcgriele7c@youtu.be,918-659-2827,Cutler Bay,"987 Southwest 85th Pass, Cutler Bay, Florida",-80.32907,25.57204,362587.12,Geological Engineer,,,Client,271,987,United States
42-1604167,Avram,Sobtka,Avram Sobtka,asobtka7d@spiegel.de,806-120-6512,Pinecrest,"385 Southwest 114th Terrace, Pinecrest, Florida",-80.31010,25.66429,332361.89,Budget/Accounting Analyst I,,,Client,5889,385,Russia
13-8575638,Abelard,Caple,Abelard Caple,acaple7e@wired.com,771-428-3081,Pompano Beach,"1569 Southeast 1st Court, Pompano Beach, Florida",-80.09703,26.23073,439980.49,Senior Financial Analyst,,,Client,6547,1569,United States
95-4754054,Terrance,Hawley,Terrance Hawley,thawley7f@telegraph.co.uk,843-101-9254,Miami,"581 Northwest 63rd Court, Miami, Florida",-80.29926,25.77297,96617.35,Programmer Analyst IV,,,Client,4774,581,United States
94-5636701,Kristofor,Puddifer,Kristofor Puddifer,kpuddifer7g@dedecms.com,987-293-3287,Pompano Beach,"477 North Riverside Drive, Pompano Beach, Florida",-80.08828,26.25468,13003.88,Assistant Manager,,,Client,6147,477,United States
19-4585118,Val,Shearme,Val Shearme,vshearme7h@biblegateway.com,957-110-9739,Miami,"933 Morris Lane, Miami, Florida",-80.22842,25.73808,436474.61,Desktop Support Technician,,,Client,4422,933,Russia
94-6449930,Kennan,Rawet,Kennan Rawet,krawet7i@sakura.ne.jp,561-284-4341,Miami,"404 Northwest 42nd Street, Miami, Florida",-80.21369,25.81435,92660.29,Quality Engineer,,,Client,4713,404,United States
96-7053170,Hilly,Walles,Hilly Walles,hwalles7j@icio.us,909-448-0111,Fort Lauderdale,"963 Windsor Court, Fort Lauderdale, Florida",-80.13547,26.14566,213308.37,Executive Secretary,,,Client,3107,963,France
52-6920144,Palm,Van Arsdalen,Palm Van Arsdalen,pvan7k@a8.net,684-152-7774,Deerfield Beach,"1870 Southwest 42nd Avenue, Deerfield Beach, Florida",-80.16044,26.30351,105332.21,Marketing Assistant,,,Client,971,1870,United States
77-1143248,Stillman,Alanbrooke,Stillman Alanbrooke,salanbrooke7l@scientificamerican.com,731-201-5145,Fort Lauderdale,"870 Northeast 9th Court, Fort Lauderdale, Florida",-80.10641,26.13753,113038.22,Programmer Analyst III,,,Client,2522,870,France
75-2121504,Rudy,Flindall,Rudy Flindall,rflindall7m@scribd.com,734-797-5495,Miami Gardens,"661 Northwest 200th Street, Miami Gardens, Florida",-80.26774,25.95546,49262.38,Product Engineer,,,Client,5388,661,United States
21-7619319,Irving,Menlow,Irving Menlow,imenlow7n@posterous.com,324-165-1287,Kendall,"794 Southwest 104th Avenue, Kendall, Florida",-80.36305,25.65134,4784.23,VP Sales,,,Client,3816,794,United States
35-8288706,Zerk,Burgess,Zerk Burgess,zburgess7o@time.com,388-277-1691,Fort Lauderdale,"1059 Northeast 14th St, Fort Lauderdale, Florida",-80.12277,26.14475,112476.55,Nuclear Power Engineer,,,Client,2329,1059,France
39-9672586,Kain,Dugdale,Kain Dugdale,kdugdale7p@quantcast.com,538-614-8601,Pompano Beach,"679 Dow Street, Pompano Beach, Florida",-80.08671,26.25473,41790.5,Food Chemist,,,Client,6095,679,United States
39-4026772,Markus,Coldham,Markus Coldham,mcoldham7q@oakley.com,364-920-4036,Pompano Beach,"814 Northeast 48th Court, Pompano Beach, Florida",-80.10182,26.29089,184111.28,VP Sales,,,Client,6286,814,France
73-8422709,Vaughn,Challin,Vaughn Challin,vchallin7r@time.com,186-167-1565,Pompano Beach,"1114 Northeast 25th Court, Pompano Beach, Florida",-80.11134,26.26273,72551.27,Accounting Assistant III,,,Client,6230,1114,United States
06-6968211,Andreas,McMickan,Andreas McMickan,amcmickan7s@upenn.edu,955-685-9342,Homestead,"205 Northwest 10th Terrace, Homestead, Florida",-80.49073,25.48850,293890.08,Legal Assistant,,,Client,3330,205,United States
26-7881600,Kelby,Lindeboom,Kelby Lindeboom,klindeboom7t@woothemes.com,792-983-6571,Fort Lauderdale,"1803 Southwest 13th Court, Fort Lauderdale, Florida",-80.18499,26.10398,65046.49,Environmental Specialist,,,Client,2913,1803,United States
40-9109369,Archibold,Smithen,Archibold Smithen,asmithen7u@sfgate.com,777-876-9719,Miami,"1231 Ventura Avenue, Miami, Florida",-80.25929,25.71838,206945.46,Software Consultant,,,Client,5128,1231,United States
13-7052075,Markos,Luxton,Markos Luxton,mluxton7v@shareasale.com,996-671-5356,Fort Lauderdale,"743 Express Lanes, Fort Lauderdale, Florida",-80.16845,26.08817,255939.97,Analog Circuit Design manager,,,Client,2236,743,United States
08-8023386,Darrell,Beckingham,Darrell Beckingham,dbeckingham7w@tmall.com,430-620-9752,Homestead,"624 Southwest 18th Avenue, Homestead, Florida",-80.50158,25.46326,52557.34,Engineer III,,,Client,3671,624,China
27-8359819,Huntington,Brenston,Huntington Brenston,hbrenston7x@addtoany.com,750-491-0586,Pompano Beach,"1126 Southeast 6th Avenue, Pompano Beach, Florida",-80.11304,26.21921,382592.32,Statistician II,,,Client,6576,1126,China
76-5135466,Jodi,Birth,Jodi Birth,jbirth7y@ucsd.edu,577-847-7450,Miami,"1821 Northwest 28th Avenue, Miami, Florida",-80.24111,25.78627,358687.12,Biostatistician II,,,Client,4667,1821,United States
70-2943623,Kirk,Rameaux,Kirk Rameaux,krameaux7z@usgs.gov,917-554-0440,Homestead,"1384 Northwest 4th Place, Homestead, Florida",-80.47948,25.47394,97585.05,Web Developer IV,,,Client,3368,1384,United States
70-9096101,Harlan,Calverd,Harlan Calverd,hcalverd80@europa.eu,123-541-9821,Palmetto Bay,"12 Southwest 79th Avenue, Palmetto Bay, Florida",-80.32132,25.62944,375677.68,Assistant Media Planner,,,Client,5765,12,United States
91-0380434,Pate,Stanbury,Pate Stanbury,pstanbury81@tripod.com,959-251-9699,Edgewater,"1431 Sea Anchor Court, Edgewater, Florida",-80.88210,28.95154,378792.4,Professor,,,Client,2101,1431,Russia
96-6230904,Errick,Suddell,Errick Suddell,esuddell82@addthis.com,717-733-2532,Fort Lauderdale,"285 East Sunrise Boulevard, Fort Lauderdale, Florida",-80.11913,26.13777,221444.2,Budget/Accounting Analyst IV,,,Client,2234,285,France
91-4104511,Rafferty,Demetr,Rafferty Demetr,rdemetr83@e-recht24.de,972-104-4757,Fort Lauderdale,"307 Northwest 15th Place, Fort Lauderdale, Florida",-80.15759,26.14644,169677.98,Software Test Engineer IV,,,Client,2556,307,United States
24-8512411,Gordie,Soitoux,Gordie Soitoux,gsoitoux84@over-blog.com,886-976-1146,Miami Gardens,"382 Northwest 153rd Street, Miami Gardens, Florida",-80.25770,25.91301,144048.71,Account Representative I,,,Client,5224,382,Russia
28-0918580,Milt,MacDunlevy,Milt MacDunlevy,mmacdunlevy85@quantcast.com,988-323-7677,Homestead,"1129 Northeast 4th Drive, Homestead, Florida",-80.47164,25.47265,225190.61,Senior Quality Engineer,,,Client,3309,1129,United States
52-9724857,Erin,Geerdts,Erin Geerdts,egeerdts86@prlog.org,680-389-0348,Deerfield Beach,"1956 Northeast 4th Court, Deerfield Beach, Florida",-80.07624,26.31862,310662.98,Nuclear Power Engineer,,,Client,583,1956,United States
53-1654920,Orin,Keasley,Orin Keasley,okeasley87@census.gov,590-389-3306,Delray Beach,"74 Gwenzell Avenue, Delray Beach, Florida",-80.08670,26.44235,121885.26,Staff Accountant I,,,Client,1312,74,North Korea
24-4347580,Kleon,Aylin,Kleon Aylin,kaylin88@quantcast.com,869-960-0939,Pompano Beach,"745 Southwest 1st Street, Pompano Beach, Florida",-80.12542,26.23109,159819.06,Professor,,,Client,6621,745,United States
51-1904344,Morgan,Ladewig,Morgan Ladewig,mladewig89@bravesites.com,659-696-0198,Pinecrest,"507 Vista Lane, Pinecrest, Florida",-80.28656,25.65667,375968.8,Software Test Engineer IV,,,Client,6051,507,North Korea
39-2895784,Phillipp,Lattimore,Phillipp Lattimore,plattimore8a@goo.ne.jp,865-588-9916,Miami,"20 Southwest 25th Avenue, Miami, Florida",-80.23670,25.76245,172855.72,Media Manager III,,,Client,4978,20,China
09-2401087,Pace,Greenland,Pace Greenland,pgreenland8b@zimbio.com,899-996-6600,Deerfield Beach,"1138 Southeast 2nd Place, Deerfield Beach, Florida",-80.09292,26.31469,256422.98,Media Manager IV,,,Client,849,1138,China
71-4745907,Desmond,Hazlegrove,Desmond Hazlegrove,dhazlegrove8c@vistaprint.com,384-785-4255,Homestead,"1093 Southeast 27th Court, Homestead, Florida",-80.45395,25.44522,272820.37,Analyst Programmer,,,Client,3573,1093,France
81-6163621,Creighton,Cattach,Creighton Cattach,ccattach8d@mozilla.org,585-429-8859,Kendall,"937 Southwest 125th Terrace, Kendall, Florida",-80.38051,25.65251,29922.85,Senior Quality Engineer,,,Client,3978,937,United States
43-4943966,Doy,Gifford,Doy Gifford,dgifford8e@ca.gov,281-845-8229,Pompano Beach,"582 Southeast 13th Court, Pompano Beach, Florida",-80.09868,26.21362,351183.42,Associate Professor,,,Client,6536,582,North Korea
00-1433990,Roosevelt,Gravener,Roosevelt Gravener,rgravener8f@baidu.com,267-462-2408,Miami,"1763 Lime Court, Miami, Florida",-80.24324,25.73097,384876.34,Analyst Programmer,,,Client,4394,1763,United States
47-6093446,Dicky,Buttner,Dicky Buttner,dbuttner8g@mail.ru,453-475-5397,Kendall,"1455 Southwest 96th Court, Kendall, Florida",-80.35071,25.67864,148502.87,Mechanical Systems Engineer,,,Client,4210,1455,United States
25-9892880,Renaldo,Tremmil,Renaldo Tremmil,rtremmil8h@so-net.ne.jp,785-348-0084,Delray Beach,"108 Greenbriar Drive, Delray Beach, Florida",-80.10255,26.43391,444901.8,Programmer II,,,Client,1306,108,United States
10-6701666,Marvin,Chettle,Marvin Chettle,mchettle8i@cocolog-nifty.com,273-260-2907,Cutler Bay,"449 Southwest 95th Avenue, Cutler Bay, Florida",-80.34499,25.59198,169027.52,Speech Pathologist,,,Client,328,449,Russia
54-5995957,Vail,Humbell,Vail Humbell,vhumbell8j@reverbnation.com,966-975-2061,Pinecrest,"699 Vista Lane, Pinecrest, Florida",-80.28656,25.65667,44300.18,VP Accounting,,,Client,6051,699,United States
99-6976393,Carson,Bradwell,Carson Bradwell,cbradwell8k@msn.com,676-925-2727,Miami,"1979 Coco Grove Avenue, Miami, Florida",-80.25536,25.72090,150342.96,Safety Technician III,,,Client,4306,1979,United States
91-7907726,Marshal,Wimms,Marshal Wimms,mwimms8l@house.gov,240-643-0227,Miami Gardens,"155 Northwest 26th Avenue, Miami Gardens, Florida",-80.24320,25.95780,269706.06,Geological Engineer,,,Client,5459,155,United States
93-7099516,Marshal,Sandle,Marshal Sandle,msandle8m@t-online.de,329-491-3860,Delray Beach,"790 Northeast 5th Avenue, Delray Beach, Florida",-80.06828,26.47265,60865.69,Web Developer I,,,Client,1482,790,North Korea
57-5030802,Alfy,Burberow,Alfy Burberow,aburberow8n@mashable.com,108-804-5167,Homestead,"1299 SE 2nd Drive, Homestead, Florida",-80.43354,25.46800,386892.44,Safety Technician III,,,Client,3424,1299,Russia
25-8906880,Eldin,Wloch,Eldin Wloch,ewloch8o@umich.edu,249-306-8598,Pinecrest,"853 Rock Garden Lane, Pinecrest, Florida",-80.28794,25.65677,236845.66,Project Manager,,,Client,5853,853,United States
06-5596560,Consalve,Limeburn,Consalve Limeburn,climeburn8p@sciencedirect.com,546-496-6264,Kendall,"778 Southwest 99th Terrace, Kendall, Florida",-80.36581,25.67656,81882.71,Help Desk Technician,,,Client,4234,778,United States
36-3416702,Osgood,Beeckx,Osgood Beeckx,obeeckx8q@wikimedia.org,744-918-8632,Kendall,"886 Southwest 94th Place, Kendall, Florida",-80.34819,25.65069,52985.02,Sales Associate,,,Client,4195,886,United States
90-5097259,Hernando,Vasyushkhin,Hernando Vasyushkhin,hvasyushkhin8r@studiopress.com,111-152-8200,Pinecrest,"1385 Southwest 99th Street, Pinecrest, Florida",-80.31398,25.67844,234392.05,VP Marketing,,,Client,6046,1385,North Korea
11-0043967,Marc,MacNelly,Marc MacNelly,mmacnelly8s@163.com,597-779-3067,Cutler Bay,"635 Kingston Drive, Cutler Bay, Florida",-80.34115,25.58215,127915.68,Account Executive,,,Client,51,635,France
61-7734785,Ralf,Cammell,Ralf Cammell,rcammell8t@zdnet.com,534-838-3888,Deerfield Beach,"1924 Northeast 4th Street, Deerfield Beach, Florida",-80.07844,26.31822,358891.3,Design Engineer,,,Client,585,1924,Russia
43-7589290,Alfons,Tabbernor,Alfons Tabbernor,atabbernor8u@technorati.com,718-127-7063,Kendall,"1087 Southwest 119th Terrace, Kendall, Florida",-80.35873,25.65861,301085.46,Help Desk Operator,,,Client,3965,1087,United States
05-0621905,Godwin,Darwood,Godwin Darwood,gdarwood8v@hibu.com,681-185-2869,Pompano Beach,"1041 Southwest 2nd Terrace, Pompano Beach, Florida",-80.12772,26.22009,305218.69,Administrative Assistant II,,,Client,6631,1041,United States
40-5913173,Nilson,Fibben,Nilson Fibben,nfibben8w@angelfire.com,314-320-9893,Fort Lauderdale,"98 Northeast 57th Court, Fort Lauderdale, Florida",-80.10375,26.19942,53706.03,Pharmacist,,,Client,2486,98,United States
19-5768326,Thor,Dolbey,Thor Dolbey,tdolbey8x@admin.ch,665-889-1280,Pompano Beach,"407 Cypress Hammock Lane, Pompano Beach, Florida",-80.17594,26.21770,327697.06,Senior Developer,,,Client,6089,407,United States
78-7207361,Alva,Buye,Alva Buye,abuye8y@nature.com,188-919-6649,Miami,"766 Northeast 7th Street, Miami, Florida",-80.19165,25.78096,240336.04,VP Product Management,,,Client,4559,766,United States
02-0323107,Tucker,Storcke,Tucker Storcke,tstorcke8z@bloglines.com,713-124-5698,Kendall,"733 Southwest 89th Circle Court, Kendall, Florida",-80.37083,25.68517,401120.29,Sales Associate,,,Client,4153,733,Russia
42-8431205,Dwight,Lamperti,Dwight Lamperti,dlamperti90@pen.io,963-660-6265,Fort Lauderdale,"38 Northwest 28th Terrace, Fort Lauderdale, Florida",-80.18265,26.20741,198748.3,Librarian,,,Client,2640,38,North Korea
40-0311328,Bobby,Gambell,Bobby Gambell,bgambell91@soundcloud.com,166-413-6405,Fort Lauderdale,"1977 Northwest 4th Court, Fort Lauderdale, Florida",-80.14740,26.12614,48423.01,VP Marketing,,,Client,2687,1977,United States
70-6692991,Michale,McCutheon,Michale McCutheon,mmccutheon92@bluehost.com,554-717-8778,Pompano Beach,"1599 Northwest 19th Terrace, Pompano Beach, Florida",-80.14975,26.23610,26639.92,Research Associate,,,Client,6377,1599,France
03-3915526,Orlan,Rozier,Orlan Rozier,orozier93@blinklist.com,306-967-0907,Fort Lauderdale,"685 Northeast 16th Avenue, Fort Lauderdale, Florida",-80.12664,26.19630,194267.19,Geologist III,,,Client,2339,685,United States
47-7155198,Casper,Camden,Casper Camden,ccamden94@quantcast.com,820-764-7134,Palmetto Bay,"1675 Southwest 71st Avenue, Palmetto Bay, Florida",-80.30866,25.63221,44441.55,Marketing Assistant,,,Client,5745,1675,Russia
46-2749415,Boone,Fillis,Boone Fillis,bfillis95@wordpress.com,478-722-6977,Miami,"759 Gifford Lane, Miami, Florida",-80.24468,25.73166,445796.18,Physical Therapy Assistant,,,Client,4351,759,United States
08-6121788,Cornelius,Skelcher,Cornelius Skelcher,cskelcher96@scribd.com,463-330-6559,Delray Beach,"786 Heather Lane, Delray Beach, Florida",-80.07161,26.47985,20691.17,Tax Accountant,,,Client,1326,786,United States
89-7947007,Drake,Beslier,Drake Beslier,dbeslier97@youtube.com,813-383-3897,Fort Lauderdale,"1286 Northeast 23rd Court, Fort Lauderdale, Florida",-80.10358,26.15821,435936.43,Associate Professor,,,Client,2388,1286,France
90-3382295,Rutledge,McAtamney,Rutledge McAtamney,rmcatamney98@ftc.gov,642-340-6915,Palmetto Bay,"1253 Southwest 68th Court, Palmetto Bay, Florida",-80.30485,25.63656,342857.17,Safety Technician II,,,Client,5741,1253,United States
61-7451264,Joseph,Bumphrey,Joseph Bumphrey,jbumphrey99@instagram.com,440-789-2335,Miami,"1744 J Road, Miami, Florida",-80.24577,25.76284,386979.31,Project Manager,,,Client,4371,1744,China
43-9700973,Kip,Finney,Kip Finney,kfinney9a@opensource.org,514-562-6200,Deerfield Beach,"1011 Southwest 26th Avenue, Deerfield Beach, Florida",-80.13951,26.30046,39458.24,Social Worker,,,Client,942,1011,Russia
60-6678414,Millard,Emsden,Millard Emsden,memsden9b@skyrock.com,819-965-0061,Kendall,"1424 89th Lane, Kendall, Florida",-80.37100,25.68485,194402.03,Accounting Assistant II,,,Client,3747,1424,United States
82-4142031,Dallas,Gress,Dallas Gress,dgress9c@usnews.com,328-787-7572,Kendall,"212 Southwest 105th Court, Kendall, Florida",-80.36590,25.65595,213852.03,Software Engineer II,,,Client,3827,212,United States
53-3140146,Rafael,Alltimes,Rafael Alltimes,ralltimes9d@drupal.org,196-778-3112,Homestead,"1065 Pit Road, Homestead, Florida",-80.40961,25.45517,230658.27,Help Desk Operator,,,Client,3395,1065,United States
53-7336279,Vic,Layton,Vic Layton,vlayton9e@goo.ne.jp,348-634-2193,Pinecrest,"1830 Southwest 121st Street, Pinecrest, Florida",-80.31368,25.65855,437216.88,Chemical Engineer,,,Client,5904,1830,United States
48-7158468,Jarret,Le Marchant,Jarret Le Marchant,jle9f@hud.gov,662-794-2526,Delray Beach,"1141 Ross Drive, Delray Beach, Florida",-80.09617,26.46724,186856.92,Desktop Support Technician,,,Client,1666,1141,United States
49-0399816,Daven,Daveridge,Daven Daveridge,ddaveridge9g@ftc.gov,456-911-8709,Delray Beach,"950 Palm Trail, Delray Beach, Florida",-80.06285,26.47679,322601.63,Structural Analysis Engineer,,,Client,1623,950,United States
26-1357900,Felic,Anersen,Felic Anersen,fanersen9h@a8.net,692-664-5427,Deerfield Beach,"1160 Southeast 3rd Terrace, Deerfield Beach, Florida",-80.09816,26.29943,69525.02,Automation Specialist IV,,,Client,856,1160,United States
50-3179789,Talbot,Iorns,Talbot Iorns,tiorns9i@bloomberg.com,923-614-7927,Deerfield Beach,"982 Lyndhurst Drive, Deerfield Beach, Florida",-80.13874,26.31023,138935.43,Software Consultant,,,Client,501,982,North Korea
80-2210285,Mikael,Ratray,Mikael Ratray,mratray9j@yolasite.com,819-347-8361,Miami Gardens,"757 Northwest 200th Terrace, Miami Gardens, Florida",-80.24799,25.95651,420814.56,Technical Writer,,,Client,5390,757,United States
10-7125882,Jaime,Jaggs,Jaime Jaggs,jjaggs9k@vistaprint.com,139-594-8810,Pompano Beach,"1580 Southeast 2nd Terrace, Pompano Beach, Florida",-80.11989,26.22065,400517.72,Programmer Analyst III,,,Client,6561,1580,United States
27-1083509,Moe,Bumby,Moe Bumby,mbumby9l@barnesandnoble.com,731-544-3346,Delray Beach,"1597 Cocoplum Way, Delray Beach, Florida",-80.11502,26.44937,349722.86,Graphic Designer,,,Client,1186,1597,North Korea
30-4171230,Hale,Flack,Hale Flack,hflack9m@dagondesign.com,394-751-4791,Kendall,"1670 Southwest 105th Court, Kendall, Florida",-80.36335,25.69861,79880.81,Data Coordiator,,,Client,3829,1670,United States
57-2968873,Chariot,Besant,Chariot Besant,cbesant9n@dmoz.org,461-228-8950,Fort Lauderdale,"708 Executive Airport Way, Fort Lauderdale, Florida",-80.17317,26.20087,17763.21,Web Designer I,,,Client,2235,708,United States
12-7945878,Karney,Upex,Karney Upex,kupex9o@nsw.gov.au,171-772-2950,Edgewater,"1311 22nd Street, Edgewater, Florida",-80.91257,28.95754,91791.21,Sales Representative,,,Client,1904,1311,United States
81-6520933,Garreth,Heazel,Garreth Heazel,gheazel9p@hostgator.com,383-532-8723,Deerfield Beach,"1354 Upminster Drive, Deerfield Beach, Florida",-80.12963,26.31380,146633.14,Database Administrator III,,,Client,1021,1354,France
16-1797411,Rich,Davidoff,Rich Davidoff,rdavidoff9q@usnews.com,846-120-8027,Kendall,"1242 Southwest 123rd Terrace, Kendall, Florida",-80.35041,25.65495,314981.54,Community Outreach Specialist,,,Client,3972,1242,North Korea
94-5659614,Alexio,Blackader,Alexio Blackader,ablackader9r@gov.uk,701-745-8691,Delray Beach,"729 Rainberry Lake Drive, Delray Beach, Florida",-80.09391,26.47388,133897.86,Technical Writer,,,Client,1653,729,United States
32-2817272,Isidore,Kenningley,Isidore Kenningley,ikenningley9s@moonfruit.com,513-804-9381,Fort Lauderdale,"1149 Northwest 18th Avenue, Fort Lauderdale, Florida",-80.16676,26.13941,163679.63,Tax Accountant,,,Client,2576,1149,United States
86-0564033,Ahmad,Dainty,Ahmad Dainty,adainty9t@ehow.com,406-275-2209,Miami Gardens,"625 Northwest 25th Avenue, Miami Gardens, Florida",-80.24288,25.93237,167042.03,Junior Executive,,,Client,5453,625,Russia
62-7954857,Kipp,Hoffmann,Kipp Hoffmann,khoffmann9u@barnesandnoble.com,499-599-1076,Kendall,"1907 Southwest 81st Lane, Kendall, Florida",-80.34878,25.69230,170703.65,GIS Technical Architect,,,Client,4102,1907,France
